Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2049","STM1922",,"P0AF06","Escherichia coli","motB","Flagellar motor rotation protein MotB","the h(+)- or na(+)-translocating bacterial flagellar motor/exbbd outer membrane transport energizer (mot/exb) superfamily.","1.A.30.1.1","15919996;16738553;1719217;2002011;2061285;2447650;3007435;6090403;7643400;9097040;9278503",100,100,90,"1e-160"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.374","STM0350",,"Q8ZRH0","Salmonella typhimurium",,"Multidrug efflux system, outer membrane factor lipoprotein of OprM/OprM family","the resistance-nodulation-cell division (rnd) superfamily.","2.A.6.2.25","11677609",96,100,100,"1e-276"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.554","STM0518",,"16763898","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","gip","Hydroxypyruvate isomerase (EC 5.3.1.22)",,"","16518469",100,100,100,"1e-152"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3651","STM3434",,"P0A7V3","Escherichia coli (strain K12)","rpsC","SSU ribosomal protein S3p (S3e)","Tetracycline","Drug target",,100,100,100,"1e-130"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4398","STM4158",,"SL1344_4097","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344",,"hypothetical protein",,"Virulence","16518469",100,100,100,"6e-30"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1519","STM1433",,"E2348C_1740","Escherichia coli O127:H6 str. E2348/69","grxD","Monothiol glutaredoxin GrxD",,"Regulation of gene expression","21895790",100,100,97,"9e-61"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3572","STM3352",,"Q03030","Salmonella typhimurium","oadA","Oxaloacetate decarboxylase Na(+) pump, alpha chain (EC 4.1.1.3)","the na(+)-transporting carboxylic acid decarboxylase (nat-dc) family.","3.B.1.1.1","11677609;1331067",100,100,100,"0.0"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3697","STM3478",,"P25927","Salmonella typhimurium","bigA","putative surface-exposed virulence protein","the autotransporter-1 (at-1) family.","1.B.12.5.5","11677609;1987123",99,100,100,"0.0"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2225","STM2095",,"SL1344_2072","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","rfbA","Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)",,"Virulence","16518469",100,100,100,"1e-168"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3948","STM3715",,"SL1344_3681","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","rfaZ","Lipopolysaccharide core biosynthesis protein RfaZ",,"Virulence","16518469",100,100,100,"1e-154"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1662","STM1569",,"P0AAJ3","Escherichia coli (strain K12)","fdnH","Formate dehydrogenase N beta subunit (EC 1.2.1.2)","2-HEPTYL-4-HYDROXY QUINOLINE N-OXIDE","Drug target",,100,100,93,"1e-172"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2238","STM2108",,"P32055","Escherichia coli (strain K12)","fcl","GDP-L-fucose synthetase (EC 1.1.1.271)","Acetylphosphate;2'-Monophosphoadenosine 5'-Diphosphoribose","Drug target",,100,100,90,"1e-171"
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3512","STM3295",,,,"folP","Dihydropteroate synthase (EC 2.5.1.15)","Dihydropteroate synthase (EC 2.5.1.15)","antibiotic target in susceptible species","15673783",,,,
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.636","STM0600",,"16763977","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 ","cstA","Carbon starvation protein A",,"","15182677",100,100,100,"0.0"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2445","STM2303",,"Q8Z537","Salmonella typhi",,"Undecaprenyl phosphate-aminoarabinose flippase subunit ArnF","the drug/metabolite transporter (dmt) superfamily.","2.A.7.22.2","10075419;11677608;12644504",100,100,99,"7e-63"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2726","STM2572",,"Z3841","Escherichia coli O157:H7 str. EDL933","yfhH","Uncharacterized HTH-type transcriptional regulator YfhH",,"Virulence","15528651",100,100,83,"1e-127"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.583","STM0548",,"VFG000448","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fimF","Uncharacterized fimbrial-like protein SfmF",,"Adherence,Fimbrial",,100,100,100,"2e-93"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3055","STM2883",,"SL1344_2862","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","sipD","Type III secretion host injection protein (YopB); Cell invasion protein SipD (Salmonella invasion protein D)",,"Invasion,Virulence,Secretion,Avoidance of host defense","8522512;8885278;9194702;19364837",100,100,100,"1e-194"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1578","STM1490",,"A8AGW0","Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696)",,"Voltage-gated ClC-type chloride channel ClcB","the chloride carrier/channel (clc) family.","2.A.49.5.4",,100,97,87,"1e-214"
"BLAT","Antibiotic Resistance","CARD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2262","STM2129",,"AAC75138.1","Escherichia coli str. K-12 substr. MG1655","mdtD","Uncharacterized transporter MdtD of major facilitator superfamily (MFS)",,"efflux pump conferring antibiotic resistance",,99,99,85,"1e-236"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3827","STM3602",,"STM474_3770","Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74",,"Transcriptional regulator, GntR family",,"Virulence","17526851",100,100,100,"1e-134"
"BLAT","Antibiotic Resistance","CARD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2264","STM2131",,"YP_490321.1","Escherichia coli str. K-12 substr. W3110","baeR","Response regulator BaeR",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,100,100,96,"1e-131"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2015","STM1892",,"STM14_2301","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","znuC","Zinc ABC transporter, ATP-binding protein ZnuC",,"Virulence","12117991;21219981",100,93,100,"1e-142"
"BLAT","Antibiotic Resistance","CARD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3417","STM3205",,"AAC76093.1","Escherichia coli str. K-12 substr. MG1655","bacA","Undecaprenyl-diphosphatase (EC 3.6.1.27)",,"gene conferring antibiotic resistance via molecular bypass,peptide antibiotic resistance gene",,100,100,97,"1e-149"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.53","STM0049",,"P62623","Escherichia coli (strain K12)","ispH","4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)","Dimethylallyl Diphosphate;ISOPENTENYL PYROPHOSPHATE","Drug target",,99,99,93,"1e-168"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.928","STM0887",,"P30860","Escherichia coli","artJ","Arginine ABC transporter, substrate-binding protein ArtJ","the atp-binding cassette (abc) superfamily.","3.A.1.3.3","15919996;16738553;8501075;8801422;8905232;9278503;9298646;9600841",100,100,91,"1e-127"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3844","STM3618",,"P37652","Escherichia coli (strain K12)","yhjN","Cyclic di-GMP-binding protein BcsB","the glycan glucosyl transferase (opgh) family.","4.D.3.1.6",,92,93,85,"0.0"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.852","STM0817",,"P0A9U1","Escherichia coli (strain K12)","ybhF","ABC-type efflux pump, duplicated ATPase component YbhF","the atp-binding cassette (abc) superfamily.","3.A.1.105.15",,98,98,91,"1e-311"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1240","STM1166",,"P69367","Escherichia coli","yceL","Multidrug resistance protein MdtH","the major facilitator superfamily (mfs).","2.A.1.2.21","11566977;15686558;15919996;16738553;8905232;9111025;9278503",99,99,92,"1e-217"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1832","STM1726",,"Z2550","Escherichia coli O157:H7 str. EDL933","trpB","Tryptophan synthase beta chain (EC 4.2.1.20)",,"Virulence","15731074",100,100,96,"1e-225"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2943","STM2777",,"SDY_1022","Shigella dysenteriae Sd197","iroN","Outer Membrane Siderophore Receptor IroN",,"Iron uptake","16856494",96,96,84,"0.0"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1627","STM1537",,"T2K6Q3","Salmonella enterica subsp. enterica serovar Typhimurium str. DT104",,"Uptake [NiFe] hydrogenase, cytochrome b subunit HyaC","the h2:heterodisulfide oxidoreductase (hho) family.","3.D.7.2.3",,100,100,100,"1e-151"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1764","STM1663",,"P0AEB5","Escherichia coli (strain K12)","ynaI","Mechanosensitive ion channel","the small conductance mechanosensitive ion channel (mscs) family.","1.A.23.4.3","15919996;16738553;9097039;9278503",86,86,82,"1e-143"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1301","STM1224",,"VFG000470","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","sifA","SifA protein",,"Secretion system,Type III secretion system",,100,100,100,"1e-197"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3063","STM2891",,"16766197","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","spaO","Type III secretion inner membrane protein (YscQ,homologous to flagellar export components); Surface presentation of antigens protein SpaO",,"","8751894",100,100,100,"1e-178"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4746","STM4485",,"16767730","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","idnK","Gluconokinase (EC 2.7.1.12)",,"","16518469",100,100,100,"9e-99"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.563","STM0528",,"16763908","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","allD","Ureidoglycolate dehydrogenase (EC 1.1.1.154)",,"","16518469",100,100,100,"1e-203"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3712","STM3493",,"P02918","Escherichia coli (strain K12)","mrcA","Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)","Cefmetazole;Ertapenem;Cefpiramide;Ceftazidime;Cefazolin;Cefonicid;Cefoperazone;Cefoxitin;Ceftizoxime;Cefradine;Cefacetrile;Ceftibuten;Imipenem;Latamoxef;Doripenem","Drug target",,99,98,92,"0.0"
"BLAT","Drug Target","TTD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3712","STM3493",,"TTDR00952",,"mrcA","Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)",,"",,99,98,92,"0.0"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4795","STM4526",,"P08956","Escherichia coli","hsdR","Type I restriction enzyme EcoKI restriction protein (EC 3.1.21.3)","the phage t7 injectisome (t7 injectisome) family.","3.A.17.1.1","1650347;16738553;3323532;6864790;7610040;8203016;9278503",99,100,91,"0.0"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2095","STM1970",,"VFG002329","Yersinia enterocolitica subsp. enterocolitica 8081","fliG","Flagellar motor switch protein FliG",,"Secretion system,Invasion,Motility",,99,99,83,"1e-151"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1487","STM1400",,"16764750","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","sseC","Secretion system effector SseC",,"","11159962",100,100,100,"1e-276"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3707","STM3488",,"Q1R5P6","Escherichia coli (strain UTI89 / UPEC)","hofQ","Type IV pilus biogenesis protein PilQ","the outer bacterial membrane secretin (secretin) family.","1.B.22.4.2","16585510",93,98,88,"1e-191"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1671","STM1577",,"P19319","Escherichia coli","narZ","Respiratory nitrate reductase alpha chain (EC 1.7.99.4)","the prokaryotic molybdopterin-containing oxidoreductase (pmo) family.","5.A.3.1.2","15919996;16738553;2233673;9097039;9278503",100,100,90,"0.0"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4064","STM3817",,"P0ABM1","Escherichia coli","ccmC","Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE","the putative heme handling protein (hhp) family.","9.B.14.2.3","15919996;16738553;7635817;9278503",99,97,86,"1e-128"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1506","STM1419",,"16764769","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","ssaR","Type III secretion inner membrane protein (YscR,SpaR,HrcR,EscR,homologous to flagellar export components)",,"","17526851",100,100,100,"1e-117"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1750","STM1652",,"16764996","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","ynaF","Universal stress protein F",,"","17526851",100,100,100,"2e-74"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1230","STM1157",,"P0A8X2","Escherichia coli (strain K12)","yceI","Protein yceI precursor","2-[(2e,6e,10e,14e,18e,22e,26e)-3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-Octaenyl]Phenol","Drug target",,100,100,91,"5e-99"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4509","STM4262",,"E1WEV2","Salmonella typhimurium (strain SL1344)",,"Type I secretion system ATPase, LssB family LapB","the atp-binding cassette (abc) superfamily.","3.A.1.109.5",,100,100,100,"0.0"
"BLAT","Drug Target","TTD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.138","STM0128",,"TTDR00030",,"murG","UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)",,"",,99,99,92,"1e-191"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4620","STM4368",,"110808097","Shigella flexneri 5 str. 8401","vacB","3'-to-5' exoribonuclease RNase R",,"","1400189",91,91,96,"0.0"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2014","STM1891",,"161353595","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 ","znuA","Zinc ABC transporter, substrate-binding protein ZnuA",,"","21219981",100,94,100,"1e-181"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.767","STM0733",,"P0AC44","Escherichia coli (strain K12)","sdhD","Succinate dehydrogenase hydrophobic membrane anchor protein","Atpenin A5;2-[1-METHYLHEXYL]-4,6-DINITROPHENOL;UBIQUINONE-2","Drug target",,100,100,94,"2e-56"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1029","STM0970",,"STM474_0956","Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74","pflA","Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)",,"Virulence","17526851",93,100,100,"1e-164"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3696","STM3477",,"P25924","Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)","cysG","Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4) / Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)","S-Adenosyl-L-Homocysteine;Phosphonoserine","Drug target",,100,100,100,"1e-264"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3041","STM2869",,"VFG000532","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","orgB","OrgB protein, associated with InvC ATPase of type III secretion system",,"Secretion system,Type III secretion system,Invasion",,100,100,100,"1e-129"
